yahoo_symbol,fund_name,Years,CAGR_Yield,Trend_Slope,Trend_R_Squared,Consistency_CV,Max_Consecutive_Increases,Avg_YoY_Growth,Recent_Trend_Slope
0P00005WLB.BO,Bandhan Short Duration Fund - Regular Plan - Growth,10,,0.0,,,0,,0.0
0P00005WLL.BO,HDFC Value Fund - IDCW Plan,10,,-0.6799393939393941,0.13082753875911518,69.25004473528546,3,,-4.375
0P00005WLM.BO,HDFC Value Fund - Growth Plan,10,,0.0,,,0,,0.0
0P00005WLO.BO,HDFC Overnight Fund - Growth Option,10,,0.0,,,0,,0.0
0P00005WLQ.BO,HDFC Money Market Fund - Growth Option,10,,0.0,,,0,,0.0
0P00005WLR.BO,HDFC Money Market Fund - Weekly IDCW Option,10,14.83858032450225,0.15363636363636365,0.03740411536680654,50.0705395426665,3,304.49704353798614,-3.1849999999999996
0P00005WLS.BO,HDFC Low Duration  Fund - Weekly IDCW,10,11.6681463651487,0.10393939393939398,0.014609521511291995,54.80265515017414,3,254.26986443300672,-3.105
0P00005WLT.BO,HDFC Low Duration  Fund - Growth,10,,0.0,,,0,,0.0
0P00005WLW.BO,HDFC Focused Fund - IDCW PLAN,10,,-0.1584242424242425,0.008934804509579586,52.314714192566825,3,inf,-4.84
0P00005WLX.BO,HDFC Focused Fund - GROWTH PLAN,10,,0.0,,,0,,0.0
0P00005WLY.BO,HDFC Flexi Cap Fund - IDCW Plan,10,,-0.6295757575757576,0.28781616797399256,34.649248184360175,3,-10.62211606623655,-4.865
0P00005WLZ.BO,HDFC Flexi Cap Fund - Growth Plan,10,,0.0,,,0,,0.0
0P00005WMJ.BO,HDFC Gilt Fund - IDCW Plan,10,,0.053878787878787894,0.006576521864956184,54.228474817319224,3,59.700794033009025,-2.755
0P00005WMK.BO,HDFC Gilt Fund - Growth Plan,10,,0.0,,,0,,0.0
0P00005WMP.BO,HDFC Dynamic Debt Fund - Yearly IDCW Option,10,,-0.12103030303030303,0.03937722978120814,45.585647772321344,2,-4.682011221079423,-2.265
0P00005WMQ.BO,HDFC Dynamic Debt Fund - Growth Option,10,,0.0,,,0,,0.0
0P00005WMR.BO,HDFC Dynamic Debt Fund - Half Yearly IDCW Option,10,,-0.015151515151515159,0.00045933102236179254,51.90644715359386,3,23.7267219121338,-2.51
0P00005WMS.BO,HDFC Dynamic Debt Fund - Quarterly IDCW Option,10,,-0.015090909090909098,0.0005307202595775982,52.86662133390271,3,61.53315080110984,-2.335
0P00005WMT.BO,HDFC Medium Term Debt Fund - Fornightly IDCW Option,10,,-0.009515151515151463,6.710114309733156e-05,63.010330665733846,3,154.8802233587984,-3.83
0P00005WMU.BO,HDFC Medium Term Debt Fund - Growth Option,10,,0.0,,,0,,0.0
0P00005WMV.BO,HDFC Nifty 50 Index Fund - Growth Plan,10,,0.0,,,0,,0.0
0P00005WMW.BO,HDFC BSE Sensex Index Fund - Growth Plan,10,,0.0,,,0,,0.0
0P00005WMY.BO,HDFC Hybrid Debt Fund - Growth Plan,10,,0.0,,,0,,0.0
0P00005WMZ.BO,HDFC Hybrid Debt Fund - IDCW Monthly,10,,0.02278787878787881,0.00048529665378181056,48.31167675534369,3,116.4313498791338,-3.9699999999999998
0P00005WN0.BO,HDFC Hybrid Debt Fund - IDCW Quarterly,10,,0.012545454545454526,0.00016660247558704464,44.87582533219653,3,26.089097039857158,-3.9949999999999997
0P00005WNA.BO,HDFC ELSS Tax saver - IDCW Plan,10,,-0.6846060606060606,0.32475968245656045,34.07600997271787,2,-11.225992987168404,-5.035
0P00005WNB.BO,HDFC ELSS Tax saver - Growth Plan,10,,0.0,,,0,,0.0
0P00005WNC.BO,HDFC Large Cap Fund - IDCW Option - Regular Plan,10,,-0.17218181818181807,0.01097833106730704,51.3998104894581,3,inf,-4.9
0P00005WNE.BO,HDFC Large Cap Fund - Growth Option - Regular Plan,10,,0.0,,,0,,0.0
0P00005WNL.BO,HSBC Liquid Fund - Regular Growth,10,,0.0,,,0,,0.0
0P00005WNM.BO,HSBC Liquid Fund - Regular Monthly IDCW,10,7.702570339126136,0.2947878787878788,0.138905833424808,56.429029814262954,3,120.29686130244977,-3.1249999999999996
0P00005WNN.BO,HSBC Liquid Fund - Regular Weekly IDCW,10,,0.1686666666666666,0.04646442569366943,59.44143320444639,3,217.47004366692124,-3.3899999999999997
0P00005WNP.BO,HSBC Liquid Fund - Growth,10,,0.0,,,0,,0.0
0P00005WNR.BO,HSBC Large Cap Fund - Regular IDCW,10,,0.7336363636363636,0.1956630016063468,100.8211519370839,2,,-4.82
0P00005WNT.BO,HSBC Large Cap Fund - Regular Growth,10,,0.0,,,0,,0.0
0P00005WOR.BO,HSBC Medium to Long Duration Fund - Regular Quarterly IDCW,10,,0.09654545454545455,0.014419715643765965,68.30229350649698,2,inf,-3.37
0P00005WOT.BO,HSBC Medium to Long Duration Fund - Regular Growth,10,,0.0,,,0,,0.0
0P00005WR8.BO,JM Aggressive Hybrid Fund (Regular) - IDCW,10,,0.0,,,0,,0.0
0P00005WR9.BO,JM Aggressive Hybrid Fund (Regular) -Growth Option,10,,0.0,,,0,,0.0
0P00005WRA.BO,JM Value Fund (Regular) - Growth Option,10,,0.0,,,0,,0.0
0P00005WRG.BO,JM Large Cap Fund (Regular) - IDCW ,10,,-1.8695757575757577,0.08559213012297916,298.163524711424,2,,0.0
0P00005WRH.BO,JM Large Cap Fund (Regular) - Growth Option,10,,0.0,,,0,,0.0
0P00005WRW.BO,JM Dynamic Bond Fund (Regular) - IDCW,10,,0.0,,,0,,0.0
0P00005WRX.BO,JM Dynamic Bond Fund (Regular) - Growth Option,10,,0.0,,,0,,0.0
0P00005WSD.BO,Kotak Large Cap Fund - Payout of Income Distribution cumcapital withdrawal option,10,,-0.46006060606060606,0.22101889871326266,175.34516450395896,2,,0.0
0P00005WSE.BO,Kotak Large Cap Fund - Growth,10,,0.0,,,0,,0.0
0P00005WSF.BO,Kotak Aggressive Hybrid Fund - Regular Plan - IDCW - Payout & Reinvestment of Income Distribution cum capital withdrawal option,10,,-0.5175757575757576,0.3362223200547931,191.615888381657,1,,0.0
0P00005WSI.BO,Kotak Bond Fund - Regular Plan Growth,10,,0.0,,,0,,0.0
0P00005WSJ.BO,Kotak Bond Fund - Regular Plan - Standard IDCW Option,10,,0.0,,,0,,0.0
0P00005WSN.BO,Kotak Bond Short Term Plan-(Growth),10,,0.0,,,0,,0.0
0P00005WSP.BO,Kotak Arbitrage Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option,10,,0.09630303030303033,0.014250507778410379,52.36468344349689,3,38.03218931568895,-3.5249999999999995
0P00005WSQ.BO,Kotak Arbitrage Fund - Regular Plan - Growth,10,,0.0,,,0,,0.0
0P00005WSR.BO,Kotak Contra Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option,10,,-0.10400000000000001,0.030303030303030318,300.0,1,,0.0
0P00005WSS.BO,Kotak Contra Fund - Regular Plan - Growth,10,,0.0,,,0,,0.0
0P00005WSU.BO,Kotak Multi Asset Omni FOF - Payout of Income Distribution cum capital withdrawal option,10,,0.0,,,0,,0.0
0P00005WSV.BO,Kotak Multi Asset Omni FOF - Growth- Regular,10,,0.0,,,0,,0.0
0P00005WT3.BO,Kotak Savings Fund -Growth,10,,0.0,,,0,,0.0
0P00005WT6.BO,Kotak Money market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option),10,,0.22878787878787885,0.06476349950368566,64.41081224944638,2,inf,-3.6
0P00005WT7.BO,Kotak Money Market Fund - (Growth),10,,0.0,,,0,,0.0
0P00005WTT.BO,Kotak Gilt-Investment Regular-Growth,10,,0.0,,,0,,0.0
0P00005WTU.BO,Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option,10,,-0.214969696969697,0.08110500533343096,219.66620001187204,2,,0.0
0P00005WTV.BO,Kotak Banking and PSU Debt - Growth,10,,0.0,,,0,,0.0
0P00005WTW.BO,Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option,10,,-0.5347272727272727,0.2917657057036737,98.15076579326434,1,,0.0
0P00005WTZ.BO,Kotak Gilt-Investment  Provident Fund and Trust-Growth,10,,0.0,,,0,,0.0
0P00005WU2.BO,Kotak Debt Hybrid - Growth,10,,0.0,,,0,,0.0
0P00005WU3.BO,Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option,10,,0.10660606060606068,0.0077876722337123575,54.34306577212274,2,inf,-3.86
0P00005WU8.BO,Kotak Liquid Fund - Regular Plan - Growth,10,,0.0,,,0,,0.0
0P00005WUG.BO,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option,10,,-0.5072727272727272,0.2016843153145557,175.1827917859065,2,,0.0
0P00005WUH.BO,Kotak-Small Cap Fund - Growth,10,,0.0,,,0,,0.0
0P00005WUJ.BO,Kotak Large & Midcap Fund - IDCW-Regular,10,,-0.7721212121212122,0.3267818630939997,156.9404954786421,1,,0.0
0P00005WUK.BO,Kotak Large & Midcap Fund - Growth-Regular,10,,0.0,,,0,,0.0
0P00005WUL.BO,Kotak ELSS Tax Saver Fund-Growth,10,,0.0,,,0,,0.0
0P00005WUM.BO,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option,10,,-0.7460606060606061,0.4847331362490877,138.64261909630793,2,,0.0
0P00005WUT.BO,LIC MF Aggressive Hybrid Fund-Regular Plan-IDCW,10,1.9107518955989278,0.31375757575757574,0.07546027280233228,55.33253396010802,2,58.97459865403208,-3.485
0P00005WUU.BO,LIC MF Aggressive Hybrid Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WUV.BO,LIC MF Medium to Long Duration Fund-Regular Plan-IDCW,10,,-0.06600000000000002,0.27272727272727293,299.99999999999994,0,,0.0
0P00005WUW.BO,LIC MF Medium to Long Duration Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WUX.BO,LIC MF Children's Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WUY.BO,LIC MF Flexi Cap Fund-Regular Plan-IDCW,10,,0.021878787878787886,0.00336700336700337,300.0,1,,0.0
0P00005WUZ.BO,LIC MF Gilt Fund-PF Plan-IDCW,10,,0.0,,,0,,0.0
0P00005WV0.BO,LIC MF Flexi Cap Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WV1.BO,LIC MF Gilt Fund-Regular Plan-IDCW,10,,0.0,,,0,,0.0
0P00005WV2.BO,LIC MF Gilt Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WV3.BO,LIC MF Gilt Fund-PF Plan-Growth,10,,0.0,,,0,,0.0
0P00005WVM.BO,LIC MF Large Cap Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WVN.BO,LIC MF Nifty 50 Index Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WVO.BO,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,10,,0.0,,,0,,0.0
0P00005WVR.BO,LIC MF BSE Sensex Index Fund-Regular Plan-IDCW,10,,0.0,,,0,,0.0
0P00005WVS.BO,LIC MF BSE Sensex Index Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WVT.BO,LIC MF Liquid Fund-Regular Plan-Daily IDCW,10,3.601720195391045,0.12290909090909097,0.010900633290879862,65.45317437784354,1,118.17059812510593,-2.85
0P00005WVU.BO,LIC MF Liquid Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WVY.BO,LIC MF Conservative Hybrid Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WVZ.BO,LIC MF Conservative Hybrid Fund-Regular Plan-Monthly IDCW,10,,0.1733333333333333,0.06370812835525762,82.18648341154132,4,inf,-1.41
0P00005WW0.BO,LIC MF Conservative Hybrid Fund-Regular Plan-Quarterly IDCW,10,,-0.18442424242424243,0.09590980180289135,133.94379156086555,1,,0.0
0P00005WW1.BO,LIC MF Conservative Hybrid Fund-Regular Plan-Yearly IDCW,10,,0.006909090909090934,6.888743735489083e-05,52.227841627193094,2,inf,-3.0299999999999994
0P00005WW2.BO,LIC MF Low Duration Fund-Regular Plan-Daily IDCW,10,,0.12224242424242426,0.024437585467281905,63.073627334797976,3,95.60034123598956,-3.4649999999999994
0P00005WW3.BO,LIC MF Low Duration Fund-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WW4.BO,LIC MF ELSS Tax Saver-Regular Plan-IDCW,10,,-0.48406060606060614,0.42823689479719806,75.15517066934238,2,,-0.175
0P00005WW5.BO,LIC MF ELSS Tax Saver-Regular Plan-Growth,10,,0.0,,,0,,0.0
0P00005WW8.BO,HDFC Large and Mid Cap Fund - IDCW Option,10,,-0.34199999999999997,0.04334453952808028,73.94301229662999,4,inf,-3.64
0P00005WWB.BO,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)- Monthly Income Distribution CUM Capital Withdrawal,10,0.22027143404186322,0.09618181818181813,0.004881645323975044,45.61081605611449,2,98.60117971352321,-4.875
0P00005WWG.BO,Sundaram Aggressive Hybrid Fund (Formerly Known as Principal Hybrid Equity Fund)-Growth,10,,0.0,,,0,,0.0
0P00005WWL.BO,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) -Growth Option,10,,0.0,,,0,,0.0
0P00005WWN.BO,Sundaram Liquid Fund (Formerly Known as Principal Cash Management Fund) - Regular Plan IDCW,10,13.917264759736248,0.4420606060606061,0.2833743749297855,71.58524385513189,3,inf,-2.865
0P00005WX3.BO,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Income Distribution CUM Capital Withdrawal Plan,10,,0.6047272727272727,0.16281466315464915,92.81304642029646,2,,-2.03
0P00005WX5.BO,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)-Growth Plan,10,,0.0,,,0,,0.0
0P00005WX8.BO,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Growth Option,10,,0.0,,,0,,0.0
0P00005WX9.BO,Sundaram Low Duration Fund (Formerly Known as Principal Low Duration Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW),10,11.064416825716194,0.49624242424242415,0.3020238353755234,92.036324385016,4,,-2.89
0P00005WY0.BO,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW),10,,0.7023636363636365,0.23231586122084896,93.86681662766966,2,,-2.035
0P00005WY1.BO,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Growth Option,10,,0.0,,,0,,0.0
0P00005WY8.BO,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Growth Plan,10,,0.0,,,0,,0.0
0P00005WYA.BO,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW),10,11.064416825716194,0.4144242424242423,0.23055802640597978,67.95590083357365,3,inf,-3.1249999999999996
0P00005WYD.BO,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal,10,,0.7689696969696971,0.3332721050529563,123.02017165812657,1,,-4.27
0P00005WYF.BO,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)-Growth,10,,0.0,,,0,,0.0
0P00005WYJ.BO,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)-Growth Option,10,,0.0,,,0,,0.0
0P00005WYK.BO,Sundaram Focused Fund (Formerly Known as Principal Focused Multicap Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW),10,,0.6959999999999998,0.18331722065356248,96.3101303546147,2,,-2.01
0P00005WYL.BO,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Growth Option,10,,0.0,,,0,,0.0
0P00005WYM.BO,Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Income Distribution CUM Capital Withdrawal (IDCW),10,,0.7963636363636364,0.3721903551006864,71.66186436255072,2,inf,0.05500000000000016
0P00005WZF.BO,ICICI Prudential Multi Sector Passive FOF - IDCW,10,,0.13945454545454555,0.008899901796680668,154.00338804430055,1,,0.0
0P00005WZG.BO,ICICI Prudential Multi Sector Passive FOF - Growth,10,,0.0,,,0,,0.0
0P00005WZH.BO,ICICI Prudential Equity & Debt Fund - Monthly IDCW,10,,-0.5446060606060606,0.17178257890780887,69.53125146583622,2,inf,-2.345
0P00005WZI.BO,ICICI Prudential Equity & Debt Fund - Growth,10,,0.0,,,0,,0.0
0P00005WZP.BO,ICICI Prudential Income plus Arbitrage Omni FOF - IDCW,10,,0.16769696969696968,0.013099295266209558,152.75893441790106,1,,0.0
0P00005WZQ.BO,ICICI Prudential Income Plus Arbitrage Omni FOF - Growth,10,,0.0,,,0,,0.0
0P00005WZS.BO,ICICI Prudential Children's Fund - Regular Plan,10,,0.0,,,0,,0.0
0P00005WZY.BO,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - IDCW,10,,-0.9712121212121213,0.39804897297748054,37.22141953581393,2,-11.503194199483136,-5.4
0P00005WZZ.BO,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Growth,10,,0.0,,,0,,0.0
0P00005X00.BO,ICICI Prudential Multi-Asset Fund - IDCW,10,,-0.4531515151515152,0.10470023966398777,56.93566619466984,2,inf,-2.5149999999999997
0P00005X02.BO,ICICI Prudential Multi-Asset Fund - Growth,10,,0.0,,,0,,0.0
0P00005X03.BO,ICICI Prudential MidCap Fund - IDCW,10,,-0.059636363636363716,0.002765185042723157,43.27094884859572,2,6.209336910606532,-4.72
0P00005X04.BO,ICICI Prudential MidCap Fund - Growth,10,,0.0,,,0,,0.0
0P00005X06.BO,ICICI Prudential Savings Fund - Growth,10,,0.0,,,0,,0.0
0P00005X09.BO,ICICI Prudential FMCG Fund - IDCW,10,,-0.06606060606060611,0.0017259068015440559,82.02790717336251,1,,-5.0
0P00005X0A.BO,ICICI Prudential FMCG Fund - Growth,10,,0.0,,,0,,0.0
0P00005X11.BO,Baroda BNP Paribas Dynamic Bond Fund - Regular Plan - Growth Option,10,,0.0,,,0,,0.0
0P00005X18.BO,BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - GROWTH OPTION,10,,0.0,,,0,,0.0
0P00005X19.BO,BARODA BNP PARIBAS LOW DURATION FUND - Regular Plan - MONTHLY IDCW OPTION,10,1.4619183681591208,0.2625454545454545,0.10929840001073515,59.30827544360848,4,124.30058035442023,-3.2399999999999998
0P00005X1D.BO,BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - Growth Option,10,,0.0,,,0,,0.0
0P00005X1E.BO,BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option,10,,0.3363030303030304,0.13251410463249916,62.746429292685804,4,30.526836754407995,-4.115
0P00005X1I.BO,BARODA BNP PARIBAS ELSS Tax Saver Fund - Regular - Growth Option,10,,0.0,,,0,,0.0
0P00005X1J.BO,BARODA BNP PARIBAS ELSS Tax Saver Fund- Regular - IDCW Option,10,,0.3008484848484848,0.06130381256222605,55.065403469748695,3,inf,-4.825
0P00005X1R.BO,Aditya Birla Sun Life Large & Mid Cap Fund - Regular Growth,10,,0.0,,,0,,0.0
0P00005X1T.BO,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,10,,0.0,,,0,,0.0
0P00005X1V.BO,Aditya Birla Sun Life Savings Fund - Growth - Regular Plan,10,,0.0,,,0,,0.0
0P00005X1X.BO,Aditya Birla Sun Life Liquid Fund-Institutional (Growth),10,,0.0,,,0,,0.0
0P00005X1Y.BO,Aditya Birla Sun Life Liquid Fund -Institutional - weekly  IDCW,10,26.338254539720563,0.7377575757575756,0.27925861282383435,69.70163890597712,2,257.6038106374795,-4.335000000000001
0P00005X1Z.BO,Aditya Birla Sun Life Liquid Fund -weekly IDCW,10,17.2870116762909,0.24303030303030307,0.10032657845170204,52.1988786017062,3,245.54719702633852,-3.11
0P00005X20.BO,Aditya Birla Sun Life Liquid Fund-Retail (Growth),10,,0.0,,,0,,0.0
0P00005X21.BO,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,10,,0.2703636363636363,0.11102547681780947,58.808466859932196,4,inf,-3.2449999999999997
0P00005X22.BO,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,10,,0.0,,,0,,0.0
0P00005X2E.BO,Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Growth,10,,0.0,,,0,,0.0
0P00005X2I.BO,Aditya Birla Sun Life Money Manager Fund - Growth,10,,0.0,,,0,,0.0
0P00005X2S.BO,Aditya Birla Sun Life Government Securities Fund  - Growth - Regular Plan,10,,0.0,,,0,,0.0
0P00005X2T.BO,Aditya Birla Sun Life Govenment Securities Fund -Regular - Quarterly IDCW,10,,0.2129090909090909,0.07248010842936814,56.37862700994397,3,inf,-3.255
0P00005X2U.BO,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,10,,0.0,,,0,,0.0
0P00005X2W.BO,Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW,10,,-0.36975757575757573,0.08800986919591411,57.233598592689695,3,inf,-4.15
0P00005X31.BO,Aditya Birla Sun Life Flexi Cap Fund -Regular - IDCW,10,,0.32369696969696976,0.08271902535109593,66.12152576714568,2,,-3.8499999999999996
0P00005X32.BO,Aditya Birla Sun Life Large Cap Fund-Regular - IDCW,10,,0.09654545454545457,0.010061338046877696,51.33874261588609,2,inf,-4.025
0P00005X3A.BO,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,10,,0.0,,,0,,0.0
0P00005X3B.BO,Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option,10,,0.0,,,0,,0.0
0P00005X3H.BO,CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),10,,-0.06878787878787881,0.004226195794919687,66.89926525431862,4,inf,-2.78
0P00005X3K.BO,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),10,,-0.10115151515151513,0.006300515761298078,86.838784639464,3,inf,-2.895
0P00005X3O.BO,CANARA ROBECO INCOME FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),10,,0.04836363636363638,0.005600430836467994,51.22087737173647,3,41.866534559708825,-2.55
0P00005X3P.BO,CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),10,,-0.022606060606060647,0.0006836191378629561,61.272859981142446,2,inf,-3.025
0P00005X3Z.BO,HSBC Gilt Fund - Regular Growth,10,,0.0,,,0,,0.0
0P00005X40.BO,HSBC Gilt Fund - Regular Quarterly IDCW,10,,0.062121212121212195,0.004432936130863822,48.1047542072886,3,28.970476424801195,-3.65
0P00005X47.BO,HSBC Midcap Fund - Regular Growth,10,,0.0,,,0,,0.0
0P00005X48.BO,HSBC Money Market Fund - Regular Monthly IDCW,10,,0.06193939393939397,0.006275901936331379,55.919354207761515,3,112.30996770274828,-3.605
0P00008T5J.BO,DSP ELSS Tax Saver Fund - Regular Plan - IDCW,10,,-0.01072727272727278,5.152360195161368e-05,52.328763975773505,5,inf,-5.355
0P00008TEZ.BO,DSP Midcap Fund - Regular Plan - IDCW,10,,-0.7273939393939396,0.38899340322857184,36.46692074880366,1,-10.45204417822062,-4.29
0P00008TGA.BO,JM Arbitrage Fund (Regular) - IDCW ,10,,-0.025636363636363634,0.2727272727272728,299.99999999999994,0,,0.0
0P00008TGU.BO,NIPPON INDIA FOCUSED  FUND - IDCW OPTION,10,,0.2506060606060606,0.035196932883537355,69.1435079052064,3,inf,-4.295
0P00008TGV.BO,SBI Arbitrage Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10,,-0.37418181818181817,0.3024608700926401,190.84250126878797,2,,0.0
0P00008TGX.BO,Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),10,,-0.4267272727272728,0.12763770507670008,52.433755014540615,2,inf,-4.27
0P00008TH7.BO,Kotak Midcap Fund - Regular Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option,10,,-0.8513333333333334,0.44388728046527104,177.90617984565054,1,,0.0
0P00008THR.BO,Aditya Birla Sun Life Multi Asset Omni FoF-REGULAR - IDCW,10,,0.0,,,0,,0.0
0P00008THT.BO,BANDHAN Large Cap Fund - Regular Plan - IDCW,10,,-0.05430303030303027,0.0016083940371778586,66.61786680675577,1,inf,-3.6949999999999994
0P00008TMN.BO,DSP Midcap Fund - Regular Plan - Growth,10,,0.0,,,0,,0.0
0P00008TMR.BO,UTI Arbitrage Fund - Regular Plan - IDCW,10,,-0.44169696969696975,0.35203629966994515,135.16093616739235,2,,0.0
0P00008TMV.BO,DSP ELSS Tax Saver Fund - Regular Plan - Growth,10,,0.0,,,0,,0.0
0P00008TMW.BO,JM Arbitrage Fund (Regular) - Growth Option,10,,0.0,,,0,,0.0
0P00008TN1.BO,ICICI Prudential Equity Arbitrage Fund - IDCW,10,,-0.20266666666666666,0.10050500856181313,70.08323736575213,3,inf,-0.8449999999999999
0P00008TN2.BO,ICICI Prudential Equity Arbitrage Fund - Growth,10,,0.0,,,0,,0.0
0P00008TN3.BO,ICICI Prudential Balanced Advantage Fund - IDCW,10,,0.06927272727272721,0.0036372102081625264,44.966236542263935,3,2.1479240941049462,-4.5
0P00008TN4.BO,ICICI Prudential Balanced Advantage Fund - Growth,10,,0.0,,,0,,0.0
0P00008TO5.BO,Nippon India Focused Fund -Growth Plan -Growth Option,10,,0.0,,,0,,0.0
0P00008TOM.BO,SBI Arbitrage Opportunities Fund - Regular Plan - Gr,10,,0.0,,,0,,0.0
0P00008TON.BO,Sundaram Large and Midcap Fund Regular Plan - Growth,10,,0.0,,,0,,0.0
0P00008TPO.BO,Kotak Midcap Fund - Regular Plan - Growth,10,,0.0,,,0,,0.0
0P00008TT2.BO,BANDHAN Large Cap Fund - Regular Plan - Growth,10,,0.0,,,0,,0.0
0P00008U7H.BO,UTI Arbitrage Fund - Regular Plan - Growth Option,10,,0.0,,,0,,0.0
0P000093AQ.BO,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- REGULAR - IDCW,10,,0.0,,,0,,0.0
0P000093AZ.BO,Aditya Birla Sun Life Income Plus Arbitrage Active FOF- Regular Plan - Growth Option,10,,0.0,,,0,,0.0
0P000093B2.BO,quant Large & Mid Cap Fund - IDCW Option - Regular Plan,10,,-0.11157575757575759,0.16498316498316506,299.99999999999994,1,,0.0
0P000093B3.BO,quant Large & Mid Cap Fund - Growth Option,10,,0.0,,,0,,0.0
0P000093BO.BO,BANDHAN Arbitrage Fund - Regular Plan - Monthly IDCW,10,5.840007284126747,1.6979999999999997,0.0719119939467323,204.5565472347473,4,249.67687497666552,-31.339999999999996
0P000093C1.BO,Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,10,,0.0,,,0,,0.0
0P000093FQ.BO,Taurus Infrastructure Fund - Regular Plan - Growth,10,,0.0,,,0,,0.0
0P000093FW.BO,BANDHAN Arbitrage Fund - Regular Plan - Growth,10,,0.0,,,0,,0.0
0P000093KY.BO,Invesco India ELSS Tax Saver Fund - Regular Plan - IDCW Payout,10,,-0.2706060606060605,0.010182071811422652,95.39022747585875,3,,-5.24
0P000093ST.BO,Invesco India Midcap Fund - Regular Plan - IDCW (Payout / Reinvestment),10,,-0.8922424242424243,0.2098633623468565,83.57104294764542,2,,-5.3
0P000093SU.BO,Invesco India Contra Fund - Regular Plan - IDCW (Payout / Reinvestment),10,,-0.8441212121212122,0.19740578863491456,101.99950505018647,1,,0.0
